"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"00826099999","2008-03-31","0.0","0.0","0.0","WXPOD8270","  50.7","22","  36.4","12","1024.3"," 8","999.9"," 0","  7.3","22","  7.5","22"," 16.9"," 23.9","  69.8","*","  39.2","*"," 0.00","G","999.9","010010"
"00826099999","2008-04-01","0.0","0.0","0.0","WXPOD8270","  55.5","24","  43.9","13","1017.2","11","999.9"," 0","  8.1","24"," 10.3","24"," 28.0"," 36.9","  73.0"," ","  44.6","*"," 0.14","G","999.9","110010"
"00826099999","2008-04-02","0.0","0.0","0.0","WXPOD8270","  52.7","24","  40.6","22","1015.2","18","999.9"," 0","  9.5","24","  4.4","24"," 23.9"," 35.0","  66.0"," ","  39.2","*"," 0.46","G","999.9","010000"
"00826099999","2008-04-03","0.0","0.0","0.0","WXPOD8270","  50.7","23","  41.4","14","1019.9"," 9","999.9"," 0","  9.2","23","  7.3","23"," 18.1"," 23.9","  66.2","*","  35.6","*"," 0.09","G","999.9","010010"
"00826099999","2008-04-04","0.0","0.0","0.0","WXPOD8270","  53.4","23","  48.1","18","9999.9"," 0","999.9"," 0","  5.7","23","  9.1","23"," 20.0"," 27.0","  70.0"," ","  41.0","*"," 0.29","G","999.9","110010"
"00826099999","2008-04-05","0.0","0.0","0.0","WXPOD8270","  45.0","24","  39.1","24","1015.9","15","999.9"," 0","  6.4","24","  4.2","24"," 14.0"," 16.9","  66.0"," ","  35.1"," "," 0.75","G","999.9","110000"
"00826099999","2008-04-06","0.0","0.0","0.0","WXPOD8270","  46.7","23","  39.2","22","1015.7","14","999.9"," 0","  8.7","23","  9.3","23"," 16.9"," 22.9","  61.0"," ","  35.6","*"," 0.00","G","999.9","010000"
"00826099999","2008-04-07","0.0","0.0","0.0","WXPOD8270","  43.4","24","  37.1","24","1023.4","18","999.9"," 0","  8.4","24","  8.9","24"," 18.1"," 26.0","  59.0"," ","  35.6","*"," 0.00","B","999.9","010000"
"00826099999","2008-04-08","0.0","0.0","0.0","WXPOD8270","  48.1","24","  36.3","22","1019.3","21","999.9"," 0"," 10.7","24","  9.5","24"," 22.9"," 28.9","  66.2","*","  35.6","*","99.99"," ","999.9","010000"
"00826099999","2008-04-09","0.0","0.0","0.0","WXPOD8270","  55.2","24","  42.3","20","1014.6","10","999.9"," 0","  9.7","24","  7.7","24"," 18.1"," 20.0","  75.0"," ","  35.6","*"," 0.23","G","999.9","010010"
"00826099999","2008-04-10","0.0","0.0","0.0","WXPOD8270","  57.9","23","  49.2","16","1017.6"," 7","999.9"," 0","  6.8","23","  9.7","23"," 33.0"," 49.9","  75.2","*","  43.0","*"," 0.20","G","999.9","110010"
"00826099999","2008-04-11","0.0","0.0","0.0","WXPOD8270","  53.9","24","  40.6","19","1018.9","11","999.9"," 0","  9.6","24","  6.8","24"," 19.0"," 29.9","  75.0"," ","  42.1","*"," 1.16","G","999.9","010010"
"00826099999","2008-04-12","0.0","0.0","0.0","WXPOD8270","  52.1","24","  45.2","23","1015.7"," 8","999.9"," 0","  6.7","24","  7.1","24"," 18.1"," 26.0","  80.1"," ","  44.1"," "," 0.27","G","999.9","110010"
"00826099999","2008-04-13","0.0","0.0","0.0","WXPOD8270","  44.8","24","  39.5","17","1016.1","10","999.9"," 0","  9.6","24","  7.5","24"," 14.0"," 20.0","  64.9"," ","  37.4","*"," 0.22","G","999.9","110000"
"00826099999","2008-04-14","0.0","0.0","0.0","WXPOD8270","  44.3","24","  33.2","19","1014.3","11","999.9"," 0"," 11.5","24","  6.6","24"," 16.9"," 28.0","  60.1"," ","  32.0","*"," 0.02","G","999.9","010000"
"00826099999","2008-04-15","0.0","0.0","0.0","WXPOD8270","  47.5","24","  32.5","24","1019.5","22","999.9"," 0"," 10.6","24","  5.9","24"," 21.0"," 25.1","  64.9"," ","  33.8","*"," 0.00","G","999.9","000000"
"00826099999","2008-04-16","0.0","0.0","0.0","WXPOD8270","  52.3","24","  33.2","23","1019.4","18","999.9"," 0"," 10.6","24","  5.5","24"," 18.1"," 22.0","  72.0"," ","  39.9"," "," 0.00","I","999.9","000000"
"00826099999","2008-04-17","0.0","0.0","0.0","WXPOD8270","  60.1","22","  41.3","13","1017.3","17","999.9"," 0"," 10.7","22","  8.6","22"," 22.0"," 27.0","  82.0"," ","  44.1"," "," 0.00","I","999.9","000000"
"00826099999","2008-04-18","0.0","0.0","0.0","WXPOD8270","  59.5","23","  45.0","22","1014.5","17","999.9"," 0","  9.8","23","  7.9","23"," 22.0"," 33.0","  81.0"," ","  44.1","*"," 1.02","C","999.9","010010"
"00826099999","2008-04-19","0.0","0.0","0.0","WXPOD8270","  52.0","24","  39.3","22","1010.4","20","999.9"," 0"," 10.0","24","  9.5","24"," 20.0"," 28.0","  71.1"," ","  35.6","*"," 0.01","A","999.9","010000"
"00826099999","2008-04-20","0.0","0.0","0.0","WXPOD8270","  48.0","24","  32.4","14","1019.0","20","999.9"," 0"," 10.0","24","  8.9","24"," 20.0"," 32.1","  66.2","*","  39.2","*"," 0.00","I","999.9","000000"
"00826099999","2008-04-21","0.0","0.0","0.0","WXPOD8270","  50.5","24","  36.5","23","1020.8","19","999.9"," 0"," 10.1","24","  7.9","24"," 14.0"," 23.9","  61.0"," ","  39.2","*"," 0.00","I","999.9","000000"
"00826099999","2008-04-22","0.0","0.0","0.0","WXPOD8270","  55.9","24","  39.1","17","1016.9","16","999.9"," 0","  9.6","24","  6.3","24"," 15.0"," 23.9","  73.4","*","  37.4","*"," 0.10","A","999.9","110010"
"00826099999","2008-04-23","0.0","0.0","0.0","WXPOD8270","  57.4","24","  47.4","24","1016.7","18","999.9"," 0","  8.1","24","  6.9","24"," 15.0"," 22.0","  78.8","*","  42.8","*"," 0.05","A","999.9","110000"
"00826099999","2008-04-24","0.0","0.0","0.0","WXPOD8270","  59.5","23","  36.2","15","1015.5"," 7","999.9"," 0","  9.6","23","  5.3","23"," 27.0"," 36.9","  73.9"," ","  36.0"," "," 0.00","B","999.9","010010"
"00826099999","2008-04-25","0.0","0.0","0.0","WXPOD8270","  58.6","24","  36.8","19","1022.6","17","999.9"," 0"," 10.0","24","  4.6","24"," 18.1"," 30.9","  79.0"," ","  35.6","*"," 0.03","G","999.9","010010"
"00826099999","2008-04-26","0.0","0.0","0.0","WXPOD8270","  56.9","23","  41.1","13","1020.3","16","999.9"," 0"," 11.0","23","  7.9","23"," 16.9"," 22.9","  78.1"," ","  41.0","*"," 0.00","G","999.9","010010"
"00826099999","2008-04-27","0.0","0.0","0.0","WXPOD8270","  56.8","24","  44.1","20","1018.9","11","999.9"," 0","  9.3","24","  5.9","24"," 16.9"," 22.0","  86.0"," ","  43.0","*"," 0.01","G","999.9","010010"
"00826099999","2008-04-28","0.0","0.0","0.0","WXPOD8270","  47.7","24","  42.4","24","1017.2","10","999.9"," 0","  8.3","24","  7.5","24"," 18.1"," 22.9","  69.1"," ","  37.4","*"," 0.01","G","999.9","010000"
"00826099999","2008-04-29","0.0","0.0","0.0","WXPOD8270","  55.3","24","  46.2","23","1014.3","16","999.9"," 0","  7.3","24"," 10.1","24"," 16.9"," 27.0","  78.1"," ","  42.8","*"," 2.02","G","999.9","110000"
"00826099999","2008-04-30","0.0","0.0","0.0","WXPOD8270","  51.3","24","  34.6","24","1016.9","19","999.9"," 0"," 10.8","24","  7.6","24"," 15.9"," 23.9","  66.9"," ","  39.2","*"," 0.41","G","999.9","000000"
"00826099999","2008-05-01","0.0","0.0","0.0","WXPOD8270","  55.6","24","  34.3","20","1017.6","18","999.9"," 0"," 10.8","24","  6.8","24"," 25.1"," 29.9","  73.9"," ","  37.4","*"," 0.00","G","999.9","000000"
"00826099999","2008-05-02","0.0","0.0","0.0","WXPOD8270","  62.0","22","  41.2","16","1015.5","14","999.9"," 0","  8.6","22","  8.5","22"," 28.0"," 37.9","  75.2","*","  44.6","*"," 0.07","G","999.9","110010"
"00826099999","2008-05-03","0.0","0.0","0.0","WXPOD8270","  50.4","24","  42.6","24","1017.2","10","999.9"," 0","  9.8","24","  6.8","24"," 15.0"," 21.0","  75.2","*","  42.8","*"," 0.03","G","999.9","010000"
"00826099999","2008-05-04","0.0","0.0","0.0","WXPOD8270","  52.0","24","  46.1","24","1017.4"," 7","999.9"," 0","  7.0","24","  7.1","24"," 19.0"," 25.1","  73.9"," ","  41.0","*"," 0.03","G","999.9","110000"
"00826099999","2008-05-05","0.0","0.0","0.0","WXPOD8270","  57.0","24","  45.6","24","1018.1"," 5","999.9"," 0","  9.1","24","  7.1","24"," 15.9"," 20.0","  75.9"," ","  41.0","*"," 0.32","G","999.9","100000"
"00826099999","2008-05-06","0.0","0.0","0.0","WXPOD8270","  61.2","24","  48.6","20","1013.1","15","999.9"," 0","  9.0","24","  7.3","24"," 15.0"," 19.0","  81.0"," ","  41.0","*"," 0.01","G","999.9","010010"
"00826099999","2008-05-07","0.0","0.0","0.0","WXPOD8270","  64.2","24","  45.0","21","1013.1","20","999.9"," 0","  9.7","24","  7.5","24"," 16.9"," 27.0","  81.0"," ","  48.2","*"," 0.51","G","999.9","010010"
"00826099999","2008-05-08","0.0","0.0","0.0","WXPOD8270","  61.5","24","  52.6","14","9999.9"," 0","999.9"," 0","  6.4","24","  7.9","24"," 16.9"," 21.0","  72.0"," ","  50.0"," "," 0.04","G","999.9","010000"
"00826099999","2008-05-09","0.0","0.0","0.0","WXPOD8270","  54.2","24","  45.4","24","1010.9"," 9","999.9"," 0","  8.5","24"," 11.6","24"," 20.0"," 25.1","  73.0"," ","  44.6","*"," 0.25","G","999.9","010010"
"00826099999","2008-05-10","0.0","0.0","0.0","WXPOD8270","  53.6","23","  47.3","23","1009.0","15","999.9"," 0","  8.3","23","  9.4","23"," 25.1"," 36.9","  73.9"," ","  44.6","*"," 0.80","G","999.9","010010"
"00826099999","2008-05-11","0.0","0.0","0.0","WXPOD8270","  56.6","24","  46.0","20","1012.2","19","999.9"," 0"," 10.2","24"," 11.3","24"," 27.0"," 35.0","  80.1"," ","  46.4","*"," 0.03","G","999.9","010000"
"00826099999","2008-05-12","0.0","0.0","0.0","WXPOD8270","  49.0","24","  40.4","24","1010.3","22","999.9"," 0"," 10.2","24","  9.0","24"," 22.0"," 28.0","  72.0"," ","  42.8","*"," 0.00","G","999.9","000000"
"00826099999","2008-05-13","0.0","0.0","0.0","WXPOD8270","  58.2","22","  44.4","19","1013.2","13","999.9"," 0","  9.8","22","  4.3","22"," 34.0"," 40.0","  82.4","*","  44.1","*","99.99"," ","999.9","010010"
"00826099999","2008-05-14","0.0","0.0","0.0","WXPOD8270","  67.1","23","  42.8"," 8","1015.1","13","999.9"," 0"," 10.0","23","  5.1","23"," 19.0"," 26.0","  87.1"," ","  53.6","*"," 0.03","G","999.9","010010"
"00826099999","2008-05-15","0.0","0.0","0.0","WXPOD8270","  63.6","24","  55.2","16","1011.8","11","999.9"," 0","  8.1","24","  7.6","24"," 16.9"," 25.1","  73.4","*","  53.1","*"," 1.54","G","999.9","010010"
"00826099999","2008-05-16","0.0","0.0","0.0","WXPOD8270","  56.0","24","  48.2","24","1012.3"," 4","999.9"," 0"," 10.2","24","  6.8","24"," 15.0"," 16.9","  68.0"," ","  48.0","*"," 0.38","G","999.9","010000"
"00826099999","2008-05-17","0.0","0.0","0.0","WXPOD8270","  55.9","23","  46.4","23","1008.5","12","999.9"," 0"," 10.7","23","  7.6","23"," 18.1"," 27.0","  69.8","*","  44.6","*"," 1.00","G","999.9","010000"
"00826099999","2008-05-18","0.0","0.0","0.0","WXPOD8270","  60.1","24","  49.8","24"," 998.7","18","999.9"," 0"," 11.9","24","  7.8","24"," 15.9"," 21.0","  75.0"," ","  50.0","*"," 0.07","G","999.9","010000"
"00826099999","2008-05-19","0.0","0.0","0.0","WXPOD8270","  57.0","24","  47.7","20","1009.4","13","999.9"," 0"," 10.6","24","  8.4","24"," 22.0"," 30.9","  69.8","*","  46.9"," "," 0.01","G","999.9","010000"
"00826099999","2008-05-20","0.0","0.0","0.0","WXPOD8270","  55.1","24","  48.3","20"," 998.2","10","999.9"," 0"," 10.0","24","  7.7","24"," 19.0"," 25.1","  82.9"," ","  46.4","*"," 0.00","G","999.9","010000"
"00826099999","2008-05-21","0.0","0.0","0.0","WXPOD8270","  66.1","24","  44.1","21","9999.9"," 0","999.9"," 0","  9.4","24","  9.6","24"," 19.0"," 26.0","  88.0"," ","  46.4","*"," 0.42","G","999.9","010000"
"00826099999","2008-05-22","0.0","0.0","0.0","WXPOD8270","  65.2","24","  42.3","15","1001.8","12","999.9"," 0"," 10.0","24"," 11.7","24"," 22.0"," 30.9","  80.1"," ","  48.2","*"," 0.00","G","999.9","010010"
"00826099999","2008-05-23","0.0","0.0","0.0","WXPOD8270","  62.0","24","  42.6","21","9999.9"," 0","999.9"," 0","  9.9","24","  7.7","24"," 21.0"," 22.9","  79.0"," ","  46.4","*","99.99"," ","999.9","010000"
"00826099999","2008-05-24","0.0","0.0","0.0","WXPOD8270","  59.7","24","  46.0","24","1011.4","19","999.9"," 0"," 10.2","24","  9.1","24"," 15.9"," 21.0","  69.1"," ","  50.0","*"," 0.00","B","999.9","010000"
"00826099999","2008-05-25","0.0","0.0","0.0","WXPOD8270","  59.0","24","  45.8","24","1012.5","21","999.9"," 0"," 10.2","24","  5.2","24"," 15.9"," 18.1","  71.1"," ","  44.6","*"," 0.06","G","999.9","000000"
"00826099999","2008-05-26","0.0","0.0","0.0","WXPOD8270","  61.3","24","  52.2","16","1013.0","17","999.9"," 0"," 10.2","24","  9.2","24"," 22.0"," 28.0","  75.2","*","  50.0","*"," 1.76","G","999.9","010010"
"00826099999","2008-05-27","0.0","0.0","0.0","WXPOD8270","  64.0","24","  54.1","11","1013.4","14","999.9"," 0","  8.2","24","  6.7","24"," 20.0"," 28.0","  78.8","*","  53.1"," "," 0.09","G","999.9","110010"
"00826099999","2008-05-28","0.0","0.0","0.0","WXPOD8270","  59.1","24","  47.7","23","1015.1","19","999.9"," 0","  9.1","24","  7.4","24"," 19.0"," 26.0","  71.6","*","  48.0"," "," 0.03","G","999.9","010000"
"00826099999","2008-05-29","0.0","0.0","0.0","WXPOD8270","  61.5","23","  46.3","19","1018.3","22","999.9"," 0","  9.7","23","  5.7","23"," 21.0"," 28.9","  78.8","*","  44.6","*"," 0.00","G","999.9","100000"
"00826099999","2008-05-30","0.0","0.0","0.0","WXPOD8270","  62.1","24","  46.9","23","1016.6","23","999.9"," 0"," 10.0","24","  7.5","24"," 14.0"," 18.1","  77.0"," ","  50.0","*"," 0.00","I","999.9","000000"
"00826099999","2008-05-31","0.0","0.0","0.0","WXPOD8270","  58.5","24","  47.8","23","1016.8","23","999.9"," 0","  9.6","24"," 12.7","24"," 21.0"," 28.9","  73.0"," ","  53.1"," "," 0.21","G","999.9","010010"
"00826099999","2008-06-01","0.0","0.0","0.0","WXPOD8270","  60.8","24","  52.2","18","1016.0","17","999.9"," 0","  7.8","24"," 12.3","24"," 18.1"," 28.9","  73.4","*","  51.8","*"," 0.02","G","999.9","110000"
"00826099999","2008-06-02","0.0","0.0","0.0","WXPOD8270","  66.7","24","  47.2","16","1012.2"," 7","999.9"," 0","  9.0","24","  6.5","24"," 18.1"," 22.0","  84.9"," ","  51.1"," "," 0.01","G","999.9","110000"
"00826099999","2008-06-03","0.0","0.0","0.0","WXPOD8270","  64.2","24","  48.0","24","1013.8","20","999.9"," 0"," 10.0","24"," 11.3","24"," 18.1"," 25.1","  78.8","*","  51.8","*"," 0.00","G","999.9","000000"
"00826099999","2008-06-04","0.0","0.0","0.0","WXPOD8270","  59.4","24","  51.1","20","1010.6","19","999.9"," 0","  7.2","24","  8.2","24"," 20.0"," 27.0","  78.1"," ","  55.0"," "," 0.70","C","999.9","110010"
"00826099999","2008-06-05","0.0","0.0","0.0","WXPOD8270","  59.8","24","  49.1","19","1010.2","13","999.9"," 0","  6.0","24","  8.0","24"," 26.0"," 34.0","  82.9"," ","  51.8","*"," 0.07","D","999.9","110000"
"00826099999","2008-06-06","0.0","0.0","0.0","WXPOD8270","  63.9","22","  47.3","21","1012.3","12","999.9"," 0","  8.9","22","  7.6","22"," 28.0"," 33.0","  82.4","*","  50.0","*"," 0.05","D","999.9","010000"
"00826099999","2008-06-07","0.0","0.0","0.0","WXPOD8270","  65.5","24","  45.8","14","1011.6"," 9","999.9"," 0","  8.6","24","  6.1","24"," 21.0"," 25.1","  91.9"," ","  50.0"," "," 0.00","I","999.9","100000"
"00826099999","2008-06-08","0.0","0.0","0.0","WXPOD8270","  76.0","21","  66.5"," 6","1011.6","21","999.9"," 0","  9.1","21","  5.0","21"," 19.0"," 26.0","  93.0"," ","  54.0"," "," 0.00","I","999.9","000000"
"00826099999","2008-06-09","0.0","0.0","0.0","WXPOD8270","  81.6","24","  67.2","19","1010.8","23","999.9"," 0"," 10.0","24","  7.1","24"," 20.0"," 26.0","  93.2","*","  57.0"," "," 0.00","B","999.9","010010"
"00826099999","2008-06-10","0.0","0.0","0.0","WXPOD8270","  75.0","24","  60.6","16","1010.1","16","999.9"," 0","  9.6","24","  6.5","24"," 22.9"," 39.0","  96.1"," ","  60.1"," "," 0.42","G","999.9","010010"
"00826099999","2008-06-11","0.0","0.0","0.0","WXPOD8270","  74.5","21","  64.4"," 5","1012.6","16","999.9"," 0","  9.0","21","  4.6","21"," 15.0"," 20.0","  90.0"," ","  57.0"," "," 0.01","G","999.9","000000"
"00826099999","2008-06-12","0.0","0.0","0.0","WXPOD8270","  74.5","22","  43.3"," 7","1013.4","12","999.9"," 0"," 10.7","22","  4.3","22"," 18.1"," 27.0","  91.4","*","  55.9"," "," 0.00","G","999.9","000000"
"00826099999","2008-06-13","0.0","0.0","0.0","WXPOD8270","  74.9","24","  44.6","12","1023.3"," 4","999.9"," 0"," 10.8","24","  6.1","24"," 19.0"," 25.1","  93.9"," ","  59.0"," "," 0.35","B","999.9","010010"
"00826099999","2008-06-14","0.0","0.0","0.0","WXPOD8270","  72.9","24","  60.6","12","1014.0","12","999.9"," 0"," 10.1","24","  5.1","24"," 13.0"," 21.0","  90.0"," ","  53.1"," ","99.99"," ","999.9","110010"
"00826099999","2008-06-15","0.0","0.0","0.0","WXPOD8270","  59.8","24","  57.1","18","1012.2","16","999.9"," 0","  8.6","24","  4.6","24"," 14.0","999.9","  82.9"," ","  51.1"," "," 0.12","G","999.9","110000"
"00826099999","2008-06-16","0.0","0.0","0.0","WXPOD8270","  60.2","24","  48.9","24","1011.4","21","999.9"," 0"," 10.0","24"," 10.7","24"," 15.9"," 22.0","  84.9"," ","  51.1"," "," 0.33","G","999.9","000000"
"00826099999","2008-06-17","0.0","0.0","0.0","WXPOD8270","  63.4","23","  51.8","21","1014.4","12","999.9"," 0","  9.0","23","  9.1","23"," 27.0"," 49.0","  80.6","*","  50.0"," "," 0.22","G","999.9","010010"
"00826099999","2008-06-18","0.0","0.0","0.0","WXPOD8270","  70.6","24","  47.2","16","1016.3","16","999.9"," 0"," 10.7","24","  4.9","24"," 15.0"," 19.0","  93.9"," ","  55.0"," "," 0.00","G","999.9","000000"
"00826099999","2008-06-19","0.0","0.0","0.0","WXPOD8270","  69.8","24","  54.5","13","1013.1","20","999.9"," 0"," 11.5","24","  5.0","24"," 15.9"," 18.1","  93.0"," ","  57.9"," ","99.99"," ","999.9","010010"
"00826099999","2008-06-20","0.0","0.0","0.0","WXPOD8270","  68.9","24","  62.0","17","1013.2","17","999.9"," 0","  9.7","24","  3.9","24"," 15.0"," 21.0","  98.1"," ","  57.2","*"," 0.26","G","999.9","010010"
"00826099999","2008-06-21","0.0","0.0","0.0","WXPOD8270","  71.0","23","  60.1","19","1016.7","12","999.9"," 0","  6.7","23","  3.5","23"," 15.0"," 22.9","  89.6","*","  60.1","*"," 0.00","G","999.9","110010"
"00826099999","2008-06-22","0.0","0.0","0.0","WXPOD8270","  72.1","24","  59.7"," 8","1015.2","24","999.9"," 0","  9.5","24","  5.3","24"," 16.9"," 25.1","  93.0"," ","  60.1"," ","99.99"," ","999.9","010000"
"00826099999","2008-06-23","0.0","0.0","0.0","WXPOD8270","  65.9","24","  65.0","12","1013.9","16","999.9"," 0","  7.1","24","  7.4","24"," 13.0","999.9","  86.0"," ","  53.1"," "," 0.02","G","999.9","110010"
"00826099999","2008-06-24","0.0","0.0","0.0","WXPOD8270","  66.1","24","  60.0","19","1013.0"," 9","999.9"," 0","  7.4","24","  3.0","24"," 14.0"," 18.1","  84.9"," ","  57.0"," "," 0.78","G","999.9","110010"
"00826099999","2008-06-25","0.0","0.0","0.0","WXPOD8270","  68.3","24","  52.0","20","1019.8"," 6","999.9"," 0","  7.9","24"," 11.2","24"," 19.0"," 23.9","  86.0"," ","  53.1"," "," 0.14","G","999.9","010000"
"00826099999","2008-06-26","0.0","0.0","0.0","WXPOD8270","  64.0","24","  52.0","21","1012.3","17","999.9"," 0","  8.0","24"," 10.6","24"," 18.1"," 25.1","  84.9"," ","  55.0"," "," 0.00","G","999.9","010010"
"00826099999","2008-06-27","0.0","0.0","0.0","WXPOD8270","  67.2","24","  54.4","18","1008.7","19","999.9"," 0","  6.3","24","  4.7","24"," 20.0"," 29.9","  86.0"," ","  55.9"," "," 0.16","G","999.9","010010"
"00826099999","2008-06-28","0.0","0.0","0.0","WXPOD8270","  66.1","24","  57.2","10","1012.0","24","999.9"," 0","  8.0","24","  8.3","24"," 18.1"," 23.9","  80.1"," ","  55.0"," "," 0.01","G","999.9","010000"
"00826099999","2008-06-29","0.0","0.0","0.0","WXPOD8270","  73.7","24","  66.4","18","1012.9","12","999.9"," 0","  7.9","24","  7.3","24"," 16.9"," 28.9","  84.2","*","  57.0"," "," 0.00","G","999.9","110010"
"00826099999","2008-06-30","0.0","0.0","0.0","WXPOD8270","  71.6","24","  60.1","21","1014.8","15","999.9"," 0","  8.6","24","  8.4","24"," 15.9"," 23.9","  82.0"," ","  53.1"," "," 0.20","G","999.9","010010"
